Chromosome	Approved_Gene_Symbol	OMIM_INFO
chr15	AKAP13	604686.0 | AKAP13, HT31, LBC, BRX | A-kinase anchor protein 13 | 11214.0 | ENSG00000170776 | nan | nan
chr15	KLHL25	619893.0 | KLHL25 | Kelch-like family, member 25 | 64410.0 | ENSG00000183655 | nan | nan
chr15	AGBL1	615496.0 | AGBL1, CCP4, FECD8 | ATP/GTP-binding protein-like 1 | 123624.0 | ENSG00000273540 | nan | Corneal dystrophy, Fuchs endothelial, 8, 615523 (3), Autosomal dominant
chr15	NTRK3	191316.0 | NTRK3, TRKC | Neurotrophic tyrosine kinase, receptor, type 3 | 4916.0 | ENSG00000140538 | nan | nan
chr15	MRPL46	611851.0 | MRPL46 | Mitochondrial ribosomal protein L46 | 26589.0 | ENSG00000259494 | nan | nan
chr15	MRPS11	611977.0 | MRPS11 | Mitochondrial ribosomal protein S11 | 64963.0 | ENSG00000181991 | nan | nan
chr15		612626.0 | DEL15q26qter, C15DELq26qter | Chromosome 15q26-qter deletion syndrome | nan | nan | contiguous gene deletion syndrome | Chromosome 15q26-qter deletion syndrome, 612626 (4), Isolated cases
chr15	DIH1	142340.0 | DIH1, HCD | Diaphragmatic hernia 1 | 1732.0 | nan | nan | Diaphragmatic hernia 1, 142340 (2), Multifactorial
chr15	IDDM3	600318.0 | IDDM3 | Insulin-dependent diabetes mellitus-3 | 3402.0 | nan | nan | {Diabetes mellitus, insulin-dependent, 3}, 600318 (2)
chr15		614846.0 | LVSKS | Levy-Shanske syndrome (tetrasomy 15q26) | nan | nan | nan | Levy-Shanske syndrome, 614846 (4), Isolated cases
chr15	OTSC1	166800.0 | OTSC1, OTS | Otosclerosis 1 | 5012.0 | nan | nan | Otosclerosis 1, 166800 (2), Autosomal dominant
chr15		620900.0 | STRTS | Short tandem repeat, TTTG(4), thyroid-specific | 136932118.0 | nan | nan | Hypothyroidism, congenital, nongoitrous, 3, 609893 (3), Autosomal dominant
chr15	VVS	609289.0 | VVS | Syncope, familial vasovagal | 105031671.0 | nan | nan | Syncope, familial vasovagal, 609289 (2), Autosomal dominant
chr15	DET1	608727.0 | DET1 | DET1 partner of COP1 E2 ubiquitin ligase | 55070.0 | ENSG00000140543 | nan | nan
chr15	AEN	610177.0 | ISG20L1, AEN | Interferon-stimulated exonuclease gene 20kD-like 1 | 64782.0 | ENSG00000181026 | nan | nan
chr15	MIR1179	620899.0 | MIR1179 | Micro RNA 1179 | 100302235.0 | ENSG00000221630 | nan | nan
chr15	MIR7-2	620898.0 | MIR7-2 | Micro RNA 7-2 | 407044.0 | ENSG00000207703 | nan | nan
chr15	ISG20	604533.0 | ISG20, HEM45 | Interferon-stimulated exonuclease gene 20 | 3669.0 | ENSG00000172183 | nan | nan
chr15	ACAN	155760.0 | ACAN, AGC1, CSPG1, MSK16, SEDK, SSOAOD | Aggrecan (chondroitin sulfate proteoglycan-1, large aggregating proteoglycan, antigen identifies by monoclonal antibody A0122) | 176.0 | ENSG00000157766 | mutation identified in 1 SEDK family | ?Spondyloepiphyseal dysplasia, Kimberley type, 608361 (3), Autosomal dominant; Short stature and advanced bone age, with or without early-onset osteoarthritis and/or osteochondritis dissecans, 165800 (3), Autosomal dominant; Spondyloepimetaphyseal dysplasia, aggrecan type, 612813 (3), Autosomal recessive
chr15	MFGE8	602281.0 | MFGE8 | Milk fat globule-EGF factor 8 | 4240.0 | ENSG00000140545 | nan | nan
chr15	ABHD2	612196.0 | ABHD2, LABH2 | Abhydrolase domain-containing 2, acylglycerol lipase | 11057.0 | ENSG00000140526 | nan | nan
chr15	RLBP1	180090.0 | RLBP1 | Retinaldehyde-binding protein-1, cellular | 6017.0 | ENSG00000140522 | nan | Bothnia retinal dystrophy, 607475 (3), Autosomal recessive; Newfoundland rod-cone dystrophy, 607476 (3); Retinitis punctata albescens, 136880 (3), Autosomal recessive, Autosomal dominant; Fundus albipunctatus, 136880 (3), Autosomal recessive, Autosomal dominant
chr15	FANCI	611360.0 | FANCI, KIAA1794 | FANCI gene | 55215.0 | ENSG00000140525 | nan | Fanconi anemia, complementation group I, 609053 (3), Autosomal recessive
chr15	POLG	174763.0 | POLG, POLG1, POLGA, PEO, SANDO, SCAE, MTDPS4A, MTDPS4B, MIRAS | Polymerase (DNA directed), gamma | 5428.0 | ENSG00000140521 | PEO also digenic with C10orf2 | Mitochondrial recessive ataxia syndrome (includes SANDO and SCAE), 607459 (3), Autosomal recessive; Mitochondrial DNA depletion syndrome 4B (MNGIE type), 613662 (3), Autosomal recessive; Mitochondrial DNA depletion syndrome 4A (Alpers type), 203700 (3), Autosomal recessive; Progressive external ophthalmoplegia, autosomal dominant 1, 157640 (3), Autosomal dominant; Progressive external ophthalmoplegia, autosomal recessive 1, 258450 (3), Autosomal recessive
chr15	POLGARF	620759.0 | POLGARF | POLG alternative reading frame | 125316803.0 | ENSG00000291307 | nan | nan
chr15	MIR9-3	611188.0 | MIR9-3, MIRN9-3 | Micro RNA 9-3 | 407051.0 | ENSG00000284329 | nan | nan
chr15	RHCG	605381.0 | RHCG, RHGK | Rhesus blood group-associated kidney homolog | 51458.0 | ENSG00000140519 | nan | nan
chr15	TICRR	613298.0 | C15orf42, TRESLIN | Treslin | 90381.0 | ENSG00000140534 | nan | nan
chr15	KIF7	611254.0 | KIF7, HLS2, ACLS, JBTS12, AGBK | Kinesin family member 7 | 374654.0 | ENSG00000166813 | mutation identified in 1 HLS2 family and 1 AGBK family | Joubert syndrome 12, 200990 (3), Autosomal recessive; Acrocallosal syndrome, 200990 (3), Autosomal recessive; ?Hydrolethalus syndrome 2, 614120 (3), Autosomal recessive; ?Al-Gazali-Bakalinova syndrome, 607131 (3), Autosomal recessive
chr15	PLIN1	170290.0 | PLIN1, PLIN, FPLD4 | Perilipin 1 | 5346.0 | ENSG00000166819 | nan | Lipodystrophy, familial partial, type 4, 613877 (3), Autosomal dominant
chr15	PEX11A	603866.0 | PEX11A | Peroxisome biogenesis factor 11A | 8800.0 | ENSG00000166821 | nan | nan
chr15	WDR93	619891.0 | WDR93 | WD repeat-containing protein 93 | 56964.0 | ENSG00000140527 | nan | nan
chr15	MESP1	608689.0 | MESP1 | Mesoderm posterior bHLH transcription factor 1 | 55897.0 | ENSG00000166823 | nan | nan
chr15	MESP2	605195.0 | MESP2, SCDO2 | Mesoderm posterior bHLH transcription factor 2 | 145873.0 | ENSG00000188095 | nan | Spondylocostal dysostosis 2, autosomal recessive, 608681 (3), Autosomal recessive
chr15	ANPEP	151530.0 | ANPEP, PEPN, CD13 | Alanyl (membrane) aminopeptidase (aminopeptidase N, aminopeptidase M, microsomal aminopeptidase, CD13, p150) | 290.0 | ENSG00000166825 | nan | nan
chr15	AP3S2	602416.0 | AP3S2 | Adaptor-related protein complex 3, sigma-2 subunit | 10239.0 | ENSG00000157823 | nan | nan
chr15	ARPIN	615543.0 | C15orf38, ARPIN | Chromosome 15 open reading frame 38 | 348110.0 | ENSG00000242498 | nan | nan
chr15	IDH2	147650.0 | IDH2, IDPM, D2HGA2 | Isocitrate dehydrogenase (NADP+) 2 | 3418.0 | ENSG00000182054 | nan | D-2-hydroxyglutaric aciduria 2, 613657 (3)
chr15	SEMA4B	617029.0 | SEMA4B | Semaphorin 4B | 10509.0 | ENSG00000185033 | nan | nan
chr15	CIB1	602293.0 | CIB1, KIP, EV3 | Calcium- and integrin-binding protein 1 | 10519.0 | ENSG00000185043 | nan | {Epidermodysplasia verruciformis, susceptibility to, 3}, 618267 (3), Autosomal recessive
chr15	GDPGP1	619240.0 | GDPGP1 | GDP-D-glucose phosphorylase 1 | 390637.0 | ENSG00000183208 | nan | nan
chr15	TTLL13	620485.0 | TTLL13 | Tubulin tyrosine ligase-like 13 | 440307.0 | ENSG00000213471 | nan | nan
chr15	NGRN	616718.0 | NGRN | Neurite outgrowth-associated protein | 51335.0 | ENSG00000182768 | nan | nan
chr15	IQGAP1	603379.0 | IQGAP1, SAR1 | RASGAP-like with IQ motifs (sar1, S. pombe, homolog of) | 8826.0 | ENSG00000140575 | amplified in gastric cancer | nan
chr15	CRTC3	608986.0 | CRTC3, TORC3 | CREB-regulated transcription coactivator 3 | 64784.0 | ENSG00000140577 | nan | nan
chr15	BLM	604610.0 | RECQL3, RECQ2, BLM, BS, MGRISCE1 | DNA helicase, RecQ-like 3 | 641.0 | ENSG00000197299 | nan | Bloom syndrome, 210900 (3), Autosomal recessive
chr15	FURIN	136950.0 | FURIN, PACE, FUR, PCSK3 | Furin (paired basic amino acid cleaving enzyme) | 5045.0 | ENSG00000140564 | less than 1.1kb 5' to FES | nan
chr15	FES	190030.0 | FES | Oncogene FES, feline sarcoma virus | 2242.0 | ENSG00000182511 | nan | nan
chr15	MAN2A2	600988.0 | MAN2A2, MANA2X | Mannosidase, alpha-, type II, isozyme X | 4122.0 | ENSG00000196547 | nan | nan
chr15	UNC45A	611219.0 | UNC45A, SMAP1, GCUNC45, OOHE | unc-45 myosin chaperone A | 55898.0 | ENSG00000140553 | nan | Osteootohepatoenteric syndrome, 619377 (3), Autosomal recessive
chr15	RCCD1	617997.0 | RCCD1 | RCC1 domain-containing protein 1 | 91433.0 | ENSG00000166965 | nan | nan
chr15	PRC1	603484.0 | PRC1 | Protein regulating cytokinesis 1 | 9055.0 | ENSG00000198901 | nan | nan
chr15	VPS33B	608552.0 | VPS33B, KDIDAR, PFIC12 | VPS33B late endosome and lysosome associated | 26276.0 | ENSG00000184056 | nan | Keratoderma-ichthyosis-deafness syndrome, autosomal recessive, 620009 (3), Autosomal recessive; Cholestasis, progressive familial intrahepatic, 12, 620010 (3), Autosomal recessive; Arthrogryposis, renal dysfunction, and cholestasis 1, 208085 (3), Autosomal recessive
chr15	SV2B	185861.0 | SV2B, KIAA0735 | Synaptic vesicle glycoprotein 2B | 9899.0 | ENSG00000185518 | nan | nan
chr15	SLCO3A1	612435.0 | SLCO3A1, OATPD, OATP3A1 | Solute carrier organic anion transporter family, member 3A1 | 28232.0 | ENSG00000176463 | nan | nan
chr15	ST8SIA2	602546.0 | STX | Sialyltransferase X | 8128.0 | ENSG00000140557 | nan | nan
chr15	CHASERR	620993.0 | CHASERR, LINC01578 | CHD2-adjacent suppressive regulatory RNA | 100507217.0 | nan | nan | nan
chr15	CHD2	602119.0 | CHD2, DEE94 | Chromodomain helicase DNA binding protein-2 | 1106.0 | ENSG00000173575 | nan | Developmental and epileptic encephalopathy 94, 615369 (3), Autosomal dominant
chr15	RGMA	607362.0 | RGMA | RGM domain family, member A (repulsive guidance molecule) | 56963.0 | ENSG00000182175 | nan | nan
chr15	MCTP2	616297.0 | MCTP2 | Multiple C2 domains-containing transmembrane protein 2 | 55784.0 | ENSG00000140563 | nan | nan
chr15	NR2F2	107773.0 | NR2F2, TFCOUP2, ARP1, CHTD4, SRXX5 | Nuclear receptor subfamily 2, group F, member 2 (transcription factor COUP 2) | 7026.0 | ENSG00000185551 | nan | 46XX sex reversal 5, 618901 (3), Autosomal dominant; Congenital heart defects, multiple types, 4, 615779 (3), Autosomal dominant
chr15	SPATA8	613948.0 | SPATA8, SRG8 | Spermatogenesis-associated protein 8 | 145946.0 | ENSG00000185594 | nan | nan
chr15	ARRDC4	619788.0 | ARRDC4 | Arrestin domain-containing protein 4 | 91947.0 | ENSG00000140450 | nan | nan
chr15	IRAIN	619212.0 | IRAIN, IGF1RAS | IGF1R antisense imprinted noncoding RNA | 104472848.0 | nan | nan | nan
chr15	IGF1R	147370.0 | IGF1R | Insulin-like growth factor-1 receptor | 3480.0 | ENSG00000140443 | nan | Insulin-like growth factor I, resistance to, 270450 (3), Autosomal recessive, Autosomal dominant
chr15	SYNM	606087.0 | SYNM, DMN | Synemin | 23336.0 | ENSG00000182253 | nan | nan
chr15	MEF2A	600660.0 | MEF2A, ADCAD1 | MADS box transcription enhancer factor 2, polypeptide A (myocyte enhancer factor 2A) | 4205.0 | ENSG00000068305 | nan | {Coronary artery disease, autosomal dominant, 1}, 608320 (3), Autosomal dominant
chr15	ADAMTS17	607511.0 | ADAMTS17, WMS4 | ADAM metallopeptidase domain with thrombospondin type 1 motif, 17 | 170691.0 | ENSG00000140470 | nan | Weill-Marchesani 4 syndrome, recessive, 613195 (3), Autosomal recessive
chr15	CERS3	615276.0 | CERS3, LASS3, ARCI9 | Ceramide synthase 3 | 204219.0 | ENSG00000154227 | nan | Ichthyosis, congenital, autosomal recessive 9, 615023 (3), Autosomal recessive
chr15	LINS1	610350.0 | LINS1, WINS1, FLJ10583, MRT27 | Lines homolog 1 | 55180.0 | ENSG00000140471 | nan | Intellectual developmental disorder, autosomal recessive 27, 614340 (3), Autosomal recessive
chr15	ASB7	615052.0 | ASB7 | Ankyrin repeat- and SOCS box-containing protein 7 | 140460.0 | ENSG00000183475 | nan | nan
chr15	ALDH1A3	600463.0 | ALDH1A3, ALDH6, MCOP8 | Aldehyde dehydrogenase 1 family, member A3 | 220.0 | ENSG00000184254 | nan | Microphthalmia, isolated 8, 615113 (3), Autosomal recessive
chr15	LRRK1	610986.0 | LRRK1, OSMD | Leucine-rich repeat kinase 1 | 79705.0 | ENSG00000154237 | nan | Osteosclerotic metaphyseal dysplasia, 615198 (3), Autosomal recessive
chr15	CHSY1	608183.0 | CHSY1, KIAA0990, TPBS | Carbohydrate synthase 1 | 22856.0 | ENSG00000131873 | nan | Temtamy preaxial brachydactyly syndrome, 605282 (3), Autosomal recessive
chr15	SELENOS	607918.0 | SELENOS, SEPS1, SELS, VIMP, ADO15 | Selenoprotein S | 55829.0 | ENSG00000131871 | nan | nan
chr15	SNRPA1	603521.0 | SNRPA1 | Small nuclear ribonucleoprotein polypeptide A' | 6627.0 | ENSG00000131876 | nan | nan
chr15	PCSK6	167405.0 | PCSK6, PACE4, SPC4 | Proprotein convertase subtilisin/kexin type 6 | 5046.0 | ENSG00000140479 | nan | nan
chr15	TM2D3	610014.0 | TM2D3, BLP2 | TM2 domain-containing protein 3 | 80213.0 | ENSG00000184277 | nan | nan
chr15	COL1AR	120340.0 | COL1AR | Collagen I, alpha, receptor | 1279.0 | nan | nan | nan
chr16	ADHD1	608903.0 | ADHD1 | Attention deficit-hyperactivity disorder, susceptibility to, 1 | 450087.0 | nan | max lod at D16S3114 | {Attention deficit-hyperactivity disorder, susceptibility to, 1}, 608903 (2)
chr16	BMIQ5	608558.0 | BMIQ5 | Body mass index quantitative trait locus 5 | 449016.0 | nan | near D16S404 and D16S764 | [Body mass index QTL5], 608558 (2)
chr16	CHDS1	607339.0 | CHDS1 | Coronary heart disease, susceptibility to, 1 | 338334.0 | nan | nan | {Coronary heart disease, susceptibility to}, 607339 (2)
chr16		610543.0 | DEL16p13.3, RSTSS | Chromosome 16p13.3 deletion syndrome (Rubinstein-Taybi deletion syndrome) | nan | nan | contiguous gene deletion syndrome | Chromosome 16p13.3 deletion syndrome, 610543 (4)
chr16		613458.0 | DUP16p13.3, C16DUPq13.3 | Chromosome 16p13.3 duplication syndrome | nan | nan | contiguous gene duplication syndrome | Chromosome 16p13.3 duplication syndrome, 613458 (4), Isolated cases, Autosomal dominant
chr16		141750.0 | HBHR, ATR1 | Alpha-thalassemia/impaired intellectual development syndrome, deletion type | nan | nan | contiguous gene syndrome involving deletion of HBA1 and HBA2 | Alpha-thalassemia/impaired intellectual development syndrome, deletion type, 141750 (4), Autosomal dominant
chr16	IBD8	606668.0 | IBD8 | Inflammatory bowel disease 8 | 170595.0 | nan | nan | {Inflammatory bowel disease 8}, 606668 (2)
chr16	IHPS2	610260.0 | IHPS2 | Pyloric stenosis, infantile hypertrophic, 2 | 780923.0 | nan | nan | Pyloric stenosis, infantile hypertrophic, 2, 610260 (2)
chr16	MCOPCT1	156850.0 | MCOPCT1 | Microphthalmia with cataract 1 | 8130.0 | nan | proximal to HBA1 | Microphthalmia with cataract 1, 156850 (2), Autosomal dominant
chr16		600273.0 | PKDTS | Polycystic kidney disease, infantile severe, with tuberous sclerosis | nan | nan | contiguous gene syndrome caused by deletion of TSC2 and PKD1 | Polycystic kidney disease, infantile severe, with tuberous sclerosis, 600273 (4), Autosomal dominant
chr16	POLR3K	606007.0 | POLR3K, RPC11, HLD21 | Polymerase III, RNA, subunit K | 51728.0 | ENSG00000161980 | nan | Leukodystrophy, hypomyelinating, 21, 619310 (3), Autosomal recessive
chr16	RHBDF1	614403.0 | RHBDF1, IRHOM1, DIST1 | Rhomboid 5, Drosophila, homolog of, 1 | 64285.0 | ENSG00000007384 | nan | nan
chr16	MPG	156565.0 | MPG, MDG | N-methylpurine DNA glycosylase | 4350.0 | ENSG00000103152 | 75kb upstream of HBZ | nan
chr16	NPRL3	600928.0 | NPRL3, CGTHBA, FFEVF3 | Nitrogen permease regulator-like 3 | 8131.0 | ENSG00000103148 | nan | Epilepsy, familial focal, with variable foci 3, 617118 (3), Autosomal dominant
chr16	HBZ	142310.0 | HBZ | Hemoglobin, zeta | 3050.0 | ENSG00000130656 | nan | nan
chr16	HBM	609639.0 | HBM | Hemoglobin mu | 3042.0 | ENSG00000206177 | ?functional | nan
chr16	HBA2	141850.0 | HBA2, HBH, ECYT7 | Hemoglobin alpha-2 | 3040.0 | ENSG00000188536 | nan | Heinz body anemia, 140700 (3), Autosomal dominant; Thalassemia, alpha-, 604131 (3); Erythrocytosis, familial, 7, 617981 (3), Autosomal dominant; Hemoglobin H disease, deletional and nondeletional, 613978 (3)
chr16	HBA1	141800.0 | HBA1, HBH, METHBA, ECYT7 | Hemoglobin alpha-1 | 3039.0 | ENSG00000206172 | 1, 2, or 3 loci; 5'-zeta-pseudozeta-pseudoalpha-alpha-2-alpha-1-3' | Hemoglobin H disease, nondeletional, 613978 (3); Thalassemias, alpha-, 604131 (3); Heinz body anemias, alpha-, 140700 (3), Autosomal dominant; Methemoglobinemia, alpha type, 617973 (3), Autosomal dominant; Erythrocytosis, familial, 7, 617981 (3), Autosomal dominant
chr16	HBQ1	142240.0 | HBQ1 | Hemoglobin theta-1 | 3049.0 | ENSG00000086506 | nan | nan
chr16	LUC7L	607782.0 | LUC7L | LUC7-like | 55692.0 | ENSG00000007392 | nan | nan
chr16	RGS11	603895.0 | RS11 | Regulator of G protein signaling 11 | 8786.0 | ENSG00000076344 | nan | nan
chr16	ARHGDIG	602844.0 | ARHGDIG | Rho GDP-dissociation inhibitor gamma | 398.0 | ENSG00000242173 | nan | nan
chr16	PDIA2	608012.0 | PDIA2, PDIP | Protein disulfide isomerase, family A, member 2 | 64714.0 | ENSG00000185615 | nan | nan
chr16	AXIN1	603816.0 | AXIN1, AXIN, CMDOH | Axis inhibitor 1 | 8312.0 | ENSG00000103126 | hypermethylation of AXIN1 promoter seen in 1 CDUP patient | Hepatocellular carcinoma, somatic, 114550 (3); Craniometadiaphyseal osteosclerosis with hip dysplasia, 620558 (3), Autosomal recessive; ?Caudal duplication anomaly, 607864 (3)
chr16	MRPL28	604853.0 | MRPL28, MAAT1 | Mitochondrial ribosomal protein L28 | 10573.0 | ENSG00000086504 | nan | nan
chr16	PGAP6	619342.0 | PGAP6, TMEM8A | Post-GPI attachment to proteins 6 | 58986.0 | ENSG00000129925 | nan | nan
chr16	NME4	601818.0 | NME4 | NME/NM23 nucleoside diphosphate kinase 4 | 4833.0 | ENSG00000103202 | nan | nan
chr16	DECR2	615839.0 | DECR2, PDCR | 2,4-dienoyl-CoA reductase 2, peroxisomal | 26063.0 | ENSG00000242612 | nan | nan
chr16	RAB11FIP3	608738.0 | RAB11FIP3, EFERIN, KIAA0665 | RAB11 family-interacting protein 3 | 9727.0 | ENSG00000090565 | nan | nan
chr16	CAPN15	603267.0 | CAPN15, SOLH, OGIN | Calpain 15 | 6650.0 | ENSG00000103326 | nan | Oculogastrointestinal neurodevelopmental syndrome, 619318 (3), Autosomal recessive
chr16	PIGQ	605754.0 | PIGQ, MCAHS4, DEE77, GPIBD19 | Phosphatidylinositol glycan anchor biosynthesis class Q protein | 9091.0 | ENSG00000007541 | nan | Multiple congenital anomalies-hypotonia-seizures syndrome 4, 618548 (3), Autosomal recessive
chr16	RAB40C	619551.0 | RAB40C | RAB40C, member Ras oncogene family | 57799.0 | ENSG00000197562 | nan | nan
chr16	WFIKKN1	608021.0 | WFIKKN1, WFIKKN | WAP, follistatin, immunoglobulin, Kunitz, and NTR domains-containing protein 1 | 117166.0 | ENSG00000127578 | nan | nan
chr16	WDR90	618290.0 | WDR90, KIAA1924 | WD repeat-containing protein 90 | 197335.0 | ENSG00000161996 | nan | nan
chr16	RHOT2	613889.0 | RHOT2, MIRO2, ARHT2 | Ras homolog gene family, member T2 | 89941.0 | ENSG00000140983 | nan | nan
chr16	RHBDL1	603264.0 | RHBDL, RRP | Rhomboid, Drosophila, homolog of | 9028.0 | ENSG00000103269 | nan | nan
chr16	STUB1	607207.0 | STUB1, CHIP, SCAR16, SCA48 | STIP1 homologous and U box-containing protein 1 | 10273.0 | ENSG00000103266 | nan | Spinocerebellar ataxia 48, 618093 (3), Autosomal dominant; Spinocerebellar ataxia, autosomal recessive 16, 615768 (3), Autosomal recessive
chr16	WDR24	620307.0 | WDR24 | WD repeat-containing protein 24 | 84219.0 | ENSG00000127580 | nan | nan
chr16	FBXL16	609082.0 | FBXL16, FBL16, C16orf22 | F-box and leucine-rich repeat protein 16 | 146330.0 | ENSG00000127585 | nan | nan
chr16	METRN	610998.0 | METRN | Meteorin | 79006.0 | ENSG00000103260 | nan | nan
chr16	ANTKMT	618566.0 | ANTKMT | Adenine nucleotide translocase lysine methyltransferase | 65990.0 | ENSG00000103254 | nan | nan
chr16	CCDC78	614666.0 | CCDC78, C16orf25, CNM4 | Coiled-coil domain-containing protein 78 | 124093.0 | ENSG00000162004 | mutation identified in 1 CNM4 family | ?Centronuclear myopathy 4, 614807 (3), Autosomal dominant
chr16	CIAO3	611118.0 | NARFL, IOP1 | Nuclear prelamin A recognition factor-like | 64428.0 | ENSG00000103245 | nan | nan
chr16	MSLN	601051.0 | MSLN | Mesothelin | 10232.0 | ENSG00000102854 | nan | nan
chr16	CHTF18	613201.0 | CHTF18, CHL12, CTF18 | Chromosome transmission fidelity factor 18 | 63922.0 | ENSG00000127586 | nan | nan
chr16	GNG13	607298.0 | GNG13 | Guanine nucleotide-binding protein, gamma-13 | 51764.0 | ENSG00000127588 | nan | nan
chr16	LMF1	611761.0 | LMF1, TMEM112 | Lipase maturation factor 1 | 64788.0 | ENSG00000103227 | nan | Lipase deficiency, combined, 246650 (3), Autosomal recessive
chr16	SOX8	605923.0 | SOX8 | SRY-box 8 | 30812.0 | ENSG00000005513 | nan | nan
chr16	SSTR5	182455.0 | SSTR5 | Somatostatin receptor-5 | 6755.0 | ENSG00000162009 | nan | nan
chr16	C1QTNF8	614147.0 | C1QTNF8, CTRP8 | C1q- and tumor necrosis factor-related protein 8 | 390664.0 | ENSG00000184471 | nan | nan
chr16	CACNA1H	607904.0 | CACNA1H, EIG6, ECA6, HALD4 | Calcium channel, voltage-dependent, T type, alpha-1H subunit | 8912.0 | ENSG00000196557 | nan | {Epilepsy, childhood absence, susceptibility to, 6}, 611942 (3); Hyperaldosteronism, familial, type IV, 617027 (3), Autosomal dominant; {Epilepsy, idiopathic generalized, susceptibility to, 6}, 611942 (3)
chr16	TPSG1	609341.0 | TPSG1, TMT | Tryptase, gamma-1 | 25823.0 | ENSG00000116176 | nan | nan
chr16	TPSB2	191081.0 | TPSB2, TPS2 | Tryptase, beta 2 | 64499.0 | ENSG00000197253 | nan | nan
chr16	TPSAB1	191080.0 | TPSAB1, TPS1 | Tryptase, alpha/beta-1 | 7177.0 | ENSG00000172236 | nan | nan
chr16	TPSD1	609272.0 | TPSD1, MCP7L1 | Tryptase, delta-1 | 23430.0 | ENSG00000095917 | nan | nan
chr16	UBE2I	601661.0 | UBE2I | Ubiquitin-conjugating enzyme E2 I | 7329.0 | ENSG00000103275 | nan | nan
chr16	BAIAP3	604009.0 | BAIAP3, BAP3 | BAI1-associated protein 3 | 8938.0 | ENSG00000007516 | nan | nan
chr16	TSR3	617058.0 | TSR3 | TSR3, aminocarboxypropyl transferase ribosome maturation factor | 115939.0 | ENSG00000007520 | nan | nan
chr16	GNPTG	607838.0 | GNPTG, GNPTAG | N-acetylglucosamine-1-phosphotransferase, gamma subunit | 84572.0 | ENSG00000090581 | nan | Mucolipidosis III gamma, 252605 (3), Autosomal recessive
chr16	UNKL	617463.0 | UNKL, ZC3H5L, C16orf28 | Unkempt family-like zinc finger | 64718.0 | ENSG00000059145 | nan | nan
chr16	UQCC4	620578.0 | UQCC4, C16orf91 | Ubiquinol-cytochrome c reductase complex assembly factor 4 | 283951.0 | ENSG00000174109 | nan | nan
chr16	PERCC1	618656.0 | PERCC1, ICR, DIAR11 | Proline- and glutamate-rich protein with coiled-coil domain 1 | 105371045.0 | ENSG00000284395 | Intestine Critical Region (ICR) upstream of PERCC1 deleted in DIAR11 | Diarrhea 11, malabsorptive, congenital, 618662 (3), Autosomal recessive
chr16	CCDC154	618740.0 | CCDC154, C16orf29 | Coiled-coil domain-containing protein 154 | 645811.0 | ENSG00000197599 | nan | nan
chr16	CLCN7	602727.0 | CLCN7, CLC7, OPTA2, OPTB4, HOD | Chloride channel-7 | 1186.0 | ENSG00000103249 | nan | Hypopigmentation, organomegaly, and delayed myelination and development, 618541 (3), Autosomal dominant; Osteopetrosis, autosomal recessive 4, 611490 (3), Autosomal recessive; Osteopetrosis, autosomal dominant 2, 166600 (3), Autosomal dominant
chr16	PTX4	613442.0 | PTX4 | Pentraxin 4, long | 390667.0 | ENSG00000251692 | nan | nan
chr16	TELO2	611140.0 | TELO2, TEL2, CLK2, KIAA0683, HCLK2, YHFS | Telomere maintenance 2 | 9894.0 | ENSG00000100726 | nan | You-Hoover-Fong syndrome, 616954 (3), Autosomal recessive
chr16	IFT140	614620.0 | IFT140, KIAA0590, SRTD9, MZSDS, RP80 | Intraflagellar transport 140 | 9742.0 | ENSG00000187535 | nan | Short-rib thoracic dysplasia 9 with or without polydactyly, 266920 (3), Autosomal recessive; Retinitis pigmentosa 80, 617781 (3), Autosomal recessive
chr16	TMEM204	611002.0 | TMEM204, C16orf30, CLP24 | Transmembrane protein 204 | 79652.0 | ENSG00000131634 | nan | nan
chr16	JPT2	619241.0 | JPT2, C16orf34, HN1L | Jupiter microtubule-associated homolog 2 | 90861.0 | ENSG00000206053 | nan | nan
chr16	MAPK8IP3	605431.0 | MAPK8IP3, SYD2, JSAP1, JIP3, NEDBA | Mitogen-activated protein kinase 8-interacting protein 3 | 23162.0 | ENSG00000138834 | nan | Neurodevelopmental disorder with or without variable brain abnormalities, 618443 (3), Autosomal dominant
chr16	NME3	601817.0 | NME3, NM23H3 | NME/NM23 nucleoside diphosphate kinase 3 | 4832.0 | ENSG00000103024 | nan | nan
chr16	MRPS34	611994.0 | MRPS34, MRPS12, COXPD32 | Mitochondrial ribosomal protein S34 | 65993.0 | ENSG00000074071 | nan | Combined oxidative phosphorylation deficiency 32, 617664 (3), Autosomal recessive
chr16	EME2	610886.0 | EME2 | Essential meiotic structure-specific endonuclease 2 | 197342.0 | ENSG00000197774 | nan | nan
chr16	SPSB3	611659.0 | SPSB3, SSB3 | SPRY domain- and SOCS box-containing 3 | 90864.0 | ENSG00000162032 | nan | nan
chr16	NUBP2	610779.0 | NUBP2, CFD1 | Nucleotide-binding protein 2 | 10101.0 | ENSG00000095906 | nan | nan
chr16	IGFALS	601489.0 | IGFALS, ALS, ACLSD | Insulin-like growth factor-binding protein, acid-labile subunit | 3483.0 | ENSG00000099769 | nan | Acid-labile subunit, deficiency of, 615961 (3), Autosomal recessive
chr16	HAGH	138760.0 | HAGH, GLO2, GLO2D | Hydroxyacyl glutathione hydrolase; glyoxalase II | 3029.0 | ENSG00000063854 | nan | [Glyoxalase II deficiency], 614033 (1), Autosomal dominant
